Start Date,Weather Conditions,Port Congestion,Navigational Issues,Mechanical Breakdowns,Maintenance and Repairs,Customs and Documentation,Labor Strikes,Piracy and Security Concerns,Traffic and Navigation Regulations,Fuel Availability and Costs,Cargo Handling,Trade Volume,Geopolitical Factors,Global Events,Seasonal Factors,Contract Arrival Time,Ship Routine,Ship type,Delay
2023-12-19,0.4191199449601207,0.31630109971440257,0.47416579920779234,0.053365563675229044,0.4664200920647068,0.8313215583445769,0.8996828063580488,0.239653310092242,0.0761652604862324,0.4136647986754247,0.8622206218185999,0.23456872265681783,0.25759264379313473,0.6655348272533886,0.4592442336482512,2023-12-29,b,x,1
2023-08-02,0.9575603668669291,0.7410200701848101,0.9419246467607352,0.9299670870077489,0.44611513714314766,0.006808524864800325,0.4746386226403313,0.5146609456401696,0.4959125628273001,0.5500413681214986,0.6811984820997279,0.11200746041493903,0.09355165105978769,0.5357896530140801,0.559568942960635,2023-08-11,b,z,2
2023-05-17,0.7289622319030719,0.2339662711013697,0.5739971025966667,0.8674696017980085,0.5561988965087983,0.44075046597350376,0.45940339337044156,0.2963533327727016,0.29787281053564374,0.313033360852664,0.5256135646155714,0.22477947712739765,0.9376737602749838,0.29830231732821133,0.5974362178382533,2023-06-02,b,x,1
2023-09-15,0.9650683377968594,0.45861613756833,0.5124608481028612,0.7008049490540255,0.5741919844619927,0.40622364218428575,0.20986981570649088,0.38828906467726376,0.9494869754620544,0.47232432049590123,0.10616410002152388,0.528709370812675,0.8387569346184273,0.6274220805001526,0.901717345178468,2023-10-13,b,x,3
2023-09-03,0.19294197521867773,0.4010553249604424,0.3959594585128329,0.3897125501518487,0.871813350311717,0.17829153412101273,0.3474382303179687,0.6525648363976706,0.09778761841817873,0.381911766795052,0.506130632220607,0.35497776115539914,0.15891028731967793,0.4947386795616753,0.7371058836079292,2023-09-16,c,y,2
2023-02-13,0.7284676546843531,0.3255494440269673,0.5974891117345182,0.7693696497298087,0.5460426321279485,0.1726642415288948,0.5914575810978027,0.43634380032823217,0.6881033441169601,0.7290334765435695,0.4282425782804584,0.7946957242596459,0.5138117566765421,0.5712852452153601,0.5062498793637272,2023-03-02,a,y,4
2023-11-28,0.7783455331812367,0.9519058612423721,0.5284127927120728,0.8844902918325566,0.02446907730327208,0.9694983948845661,0.8955178136766164,0.5749824165122225,0.829798783405947,0.9989465687950031,0.8701965144281821,0.702247089319771,0.29415998484732864,0.8850589465170329,0.06875143345138057,2023-12-14,a,y,1
2023-09-19,0.058394349029015746,0.7423557709860555,0.18061990259654714,0.9969252755275929,0.6617721364417978,0.44880658722874134,0.49078303688195923,0.5032259523803909,0.46158354580167915,0.27636705472727185,0.4533686917724761,0.8637948647584125,0.886493049907594,0.6880988656061277,0.6272418602003785,2023-10-07,b,y,4
2023-01-21,0.1768104938375782,0.46123403591231316,0.46444498208665286,0.8046479851829376,0.44046211968551685,0.2860624741033394,0.5263044304284886,0.7838938492066463,0.563923636202781,0.1106831355754766,0.2531516438003917,0.12952681045009717,0.5969222295352903,0.19294255363970003,0.8120863039518846,2023-02-18,c,y,1
2023-01-08,0.013166078893274813,0.6895282474952683,0.39717937361622047,0.7487881080030984,0.6145574322304302,0.8994978272629571,0.8926474245720664,0.3905944999406681,0.25698245606369197,0.49425945118786563,0.28608591462519106,0.6996339620479014,0.5135940188889206,0.542560628037784,0.3700582988130158,2023-01-14,b,y,2
2023-02-20,0.9806032429038934,0.4469302505986118,0.6023589895438063,0.0701966350973845,0.8455261586183364,0.42997556113335966,0.8020722972510551,0.8226901759177981,0.011907244593950206,0.15013905194864108,0.07159919443822482,0.2854336211202073,0.8718175147608475,0.4783369493704832,0.3915828491806388,2023-03-15,b,x,4
2023-01-17,0.7504831843725485,0.8298330138938695,0.38911790023349735,0.14709299656153974,0.8038898795080037,0.10996558439896664,0.8836673119916949,0.9067789173401499,0.924573366126246,0.4753728632799732,0.34718529844111434,0.24482720828531412,0.7706778133635314,0.6407288156010648,0.8354639336915757,2023-01-24,b,z,1
2023-02-08,0.44524779050952357,0.3326718236363465,0.6881865741683202,0.26340981116690687,0.8953903604064836,0.7088173346726375,0.8242252880063217,0.998944634928876,0.6946652528178155,0.8313693673796178,0.9395314754356342,0.3667858991132058,0.9082551285171594,0.03527447970178976,0.1308291040429005,2023-03-07,b,z,4
2023-12-03,0.33472548315139705,0.6259525492276024,0.022908134320408724,0.4511888747527898,0.2753145303548653,0.23686737999955432,0.0863110907536615,0.14611463868990837,0.7442880809113823,0.5520931904595736,0.7815698699710656,0.8171425317683939,0.5246869399655638,0.6148530532370313,0.95224709955058,2023-12-20,c,y,3
2023-06-26,0.7140756732237101,0.5248011147514365,0.8826083585055406,0.22556733084498748,0.4831378533281444,0.870857314928348,0.1619118529961866,0.5309020978860722,0.6201534979839662,0.4788567309655909,0.9351973140524157,0.5458098228826848,0.8172656273610696,0.8217375127414506,0.811415179025246,2023-07-07,c,y,2
2023-06-25,0.9862768747134211,0.44844123087428756,0.5848881320233104,0.11852887658170475,0.9658010374318173,0.6020374506022534,0.26823283208587834,0.18652263965251548,0.9457846797772113,0.7414436304810454,0.24207028981266066,0.5986913825110911,0.060974307607100875,0.3691465253669014,0.8973198260695295,2023-07-15,a,z,1
2023-09-15,0.231498424181648,0.955910660631274,0.2570216561515857,0.7484688201623586,0.8483246799958674,0.3660185183704644,0.747677480313882,0.9737405328000495,0.5979267792924482,0.4400834181417539,0.6906469069070805,0.6335943306100236,0.190548545415392,0.80289891818278,0.4200152401626127,2023-09-26,b,y,3
2023-10-28,0.8040051040341569,0.6693798953146356,0.34275560131112404,0.1760125427024225,0.598957700926086,0.011817011169084513,0.6153704101193141,0.802668796753588,0.6673013003316969,0.6025926340584621,0.44600486317774435,0.5742707650664061,0.7411298404625574,0.6188197150214085,0.7848372139218069,2023-11-09,c,z,0
2023-08-24,0.20953367691375557,0.6785551585373784,0.1436046899275254,0.07956440157490263,0.43744390216268514,0.13667866137603701,0.8288756360190985,0.07826496432954644,0.8537134455733052,0.2301847560293686,0.9200458494917365,0.7055442990980347,0.5543707697434148,0.07682818759379617,0.8573332777032382,2023-09-05,b,y,3
2023-05-06,0.9924339397123584,0.8894730984676553,0.865561491676091,0.26755313468395936,0.5628271073094947,0.8395869135255072,0.9328711688990085,0.9349942900496797,0.8154316022305674,0.8437912682495927,0.12145246668718823,0.6284355233718035,0.31996209792123453,0.2238556660678499,0.5156670840700269,2023-05-23,a,z,1
2023-06-13,0.18561979103020054,0.7725513919006275,0.053260081887533506,0.11716597729257827,0.3404368273227365,0.5751983803048657,0.4056582824529382,0.9266417560311061,0.43337070663473043,0.9841121860187289,0.7944335675378796,0.04306149849101437,0.54825594419835,0.5989112443786502,0.9323461974592655,2023-06-21,a,z,0
2023-08-22,0.9126774349262502,0.07467276221450192,0.7250201064940159,0.8433668176788522,0.17975577012719013,0.43010425866141766,0.8313317860698632,0.9993976104918895,0.998638759347606,0.12731493415979966,0.3623518468053871,0.7263649709653147,0.2574417849844989,0.681908619911349,0.9266293513298461,2023-09-17,b,y,3
2023-08-04,0.8390987180585967,0.6817331947609946,0.8929860884919723,0.9799401075122534,0.1982837645947263,0.3061342151491089,0.28591026642286954,0.4975232681271805,0.8497695727530684,0.34807063366207436,0.9002836361237667,0.26307027384527004,0.7449845740928523,0.09489127571730105,0.33984720816320635,2023-08-25,c,y,2
2023-12-27,0.9296332753206127,0.3438993590996231,0.8903761482495448,0.447776297590891,0.2726923079193414,0.037181449949772905,0.996162459915532,0.40377421471147734,0.49610285432962353,0.40188801929395945,0.586179986791079,0.101897942001963,0.13877336354283043,0.011248193663175199,0.5909362693032467,2024-01-09,b,x,0
2023-06-09,0.07547650934893757,0.16610428260439292,0.20725155609278534,0.44476721069854375,0.8350694940381687,0.11623156989061523,0.23209319011835428,0.6827679707766166,0.6341152695833271,0.6278037700290267,0.9103055886772856,0.885807630019066,0.15078540558472153,0.7304585206581956,0.3514977469091477,2023-06-25,c,y,1
2023-11-03,0.0010734539928042297,0.8777594969777318,0.9774793792430431,0.48877276620920973,0.7581535802409218,0.9106285977957853,0.3771175230893281,0.32367942367072156,0.2404040710283265,0.07827380477539758,0.3374520551271587,0.17486474292307863,0.21563726210414047,0.9856349814987438,0.099308300735091,2023-11-21,a,y,3
2023-03-24,0.7181049650492585,0.5101913929381051,0.8378942619870712,0.33419077093521055,0.9267406956652048,0.6392004907340416,0.97946097999028,0.385360656329248,0.16326613087144848,0.9992776603816018,0.10621394547164364,0.9607112465578183,0.9547906691119937,0.2235114233012847,0.6664567529921422,2023-04-08,b,y,0
2023-12-13,0.4944520076635276,0.16301196027814135,0.731230287863822,0.43723582648559267,0.5007987183480449,0.7100040653892438,0.9375215004602895,0.3289483133581971,0.38352395193818056,0.8564483167956802,0.6496182366461836,0.8731877898867374,0.2995277269913924,0.01549214968728263,0.6460452755267417,2024-01-05,b,x,3
2023-07-16,0.49864842110678775,0.4303149832161609,0.07306610025673754,0.5492564487813406,0.6068431264693328,0.32904255265047866,0.551767186205504,0.008350790471699843,0.7145235417992734,0.00968937208014109,0.12203795003537687,0.9150427464790795,0.9917967328260844,0.18267817904840677,0.5386612153148461,2023-08-02,a,x,1
2023-03-23,0.16016487289501768,0.055946097203124934,0.15255052137578862,0.9090172737235587,0.667432633907448,0.7204319461335491,0.9113129732677717,0.42611180537732785,0.8887051866997276,0.30791490945674904,0.6367720737336665,0.06430566754117362,0.6136695070574241,0.49102653574700283,0.750631271756794,2023-04-13,c,y,3
2023-09-28,0.12352393071664136,0.6186454509046141,0.7737150167863835,0.6242410303932366,0.5416018403687921,0.7395232767575085,0.3540409580971703,0.9415229374061689,0.769363019209042,0.0120549761205061,0.09365745486623345,0.5944102933117846,0.31524333172470076,0.5246791042174973,0.5049565653075028,2023-10-21,c,y,3
2023-09-08,0.7484856286163264,0.9348921036039107,0.9814922536948885,0.15648141744716926,0.7647749521976611,0.5216060865734699,0.19870807346033625,0.8771523300694138,0.1068486911105293,0.7767559136593926,0.24585215245627745,0.7279946741328214,0.8775173602104542,0.4040453082510832,0.12427455292208156,2023-09-19,b,x,0
2023-12-15,0.6370835136107555,0.3823220512731996,0.32536635913487544,0.14946411684856953,0.09567430690328393,0.11228469233881411,0.5367281321658146,0.38184748558475146,0.29859376514667113,0.5713413371335913,0.14698266290441608,0.8754272679533559,0.12845666020302604,0.05920491078002965,0.04115635734040124,2024-01-02,b,z,1
2023-08-24,0.705640667602614,0.7445743483271281,0.9034877562106693,0.48285994135299304,0.9320096760494042,0.1776153286742166,0.5945100880040602,0.298763701135072,0.3799131512011861,0.8569588261133245,0.4776754445830541,0.6270261921551508,0.9104500657673997,0.6987920455836513,0.976603157435877,2023-09-07,c,y,0
2023-06-25,0.902578581459782,0.5407488190240113,0.8621215842551179,0.5893067844901544,0.6132501480868298,0.3945239047614435,0.5969695362272451,0.38209116956843847,0.12074898348287177,0.1038612996192515,0.12411261416837782,0.09046875007886668,0.075065777229671,0.16036313896418153,0.2709973869217759,2023-07-21,b,z,3
2023-06-19,0.8787500605457842,0.5419997932782525,0.6129666541539684,0.3631627403516916,0.2519833685978967,0.07308940056035418,0.557755082688683,0.29019843054031547,0.10645184927932438,0.4521962195483883,0.5608728899739471,0.7009175406601481,0.4428612224223293,0.8702762539284034,0.3865997622684737,2023-07-04,a,x,2
2023-12-09,0.4217761542863028,0.5052631989321231,0.7691813141265776,0.17861898858138692,0.670613447865596,0.2724045918394178,0.18271606690875997,0.37700036340932774,0.7699691535267424,0.5557406172459955,0.021599244469867274,0.5522548675829313,0.9234487246084507,0.6746481857975364,0.6968188882690836,2023-12-17,b,z,3
2023-09-16,0.977423304592749,0.3468351762347388,0.34803052100761434,0.9765560709942528,0.24338919889719723,0.9761709072839555,0.4912557062534929,0.5003605261231815,0.7207768214184825,0.4831248369359211,0.33700398492456407,0.1718022443478483,0.6011549638270888,0.3043943327820875,0.2756696300394089,2023-10-09,a,x,2
2023-06-08,0.2634698421843441,0.30067684663944494,0.6213168097303718,0.9108742194166358,0.12675146694112704,0.9739576648792652,0.7996031871697877,0.7755218577923739,0.1816951081136522,0.48002359860424937,0.03961176134157307,0.7621562219418814,0.1603772917065599,0.1172933987067758,0.8873911032436547,2023-07-06,a,y,4
2023-09-13,0.6746991493303413,0.11300386537696339,0.6856107459938438,0.8689090686190173,0.7649087980441043,0.2840738527364023,0.45743480253936863,0.5360933000236325,0.4789856734203224,0.09959831996203061,0.567525522288658,0.5203996812583269,0.23398301099129726,0.4709645164955085,0.0786971528897007,2023-10-08,b,x,4
2023-08-11,0.6420963160563453,0.34970167793924467,0.8388173711053744,0.4616415394975688,0.6429390272451617,0.02466652885467191,0.001241109116921879,0.16467798534391076,0.6959027823845362,0.5624956214200705,0.545962920137997,0.9699773329074527,0.5347935782870742,0.4416858937424062,0.7826973375633224,2023-08-30,a,y,4
2023-01-22,0.43154526721691877,0.5271074363390706,0.5291536715098398,0.9268804964265512,0.6173465602420336,0.03721320954824747,0.8146545483276304,0.7938355610725637,0.128927866605969,0.7613894055890115,0.06715024489326138,0.5350952556101884,0.6621701144251634,0.6650343888372283,0.6601533652010341,2023-02-01,c,x,2
2023-11-08,0.32510219593665135,0.8767249086732841,0.6140596095567037,0.7232587181839787,0.40898267390149456,0.7236228515128361,0.5835219969537332,0.16307530723090835,0.09484589478354755,0.3113694340215083,0.08308593572743961,0.3895162221968924,0.5607257574363895,0.900063068212627,0.41410995283723895,2023-11-14,b,x,4
2023-01-19,0.13517045530720018,0.12476256855696355,0.37263619090334177,0.488751704216968,0.23831098886636382,0.805426070596345,0.26243875883626355,0.8802197855193629,0.0780907767963438,0.0772062344541331,0.31439736921527994,0.22747360274002904,0.1905966151183931,0.3437607151979396,0.9977037025248987,2023-01-28,a,y,2
2023-10-13,0.5211586727672936,0.6777348506610971,0.38748264864673876,0.033649702133121795,0.37546757026940747,0.8129802857874155,0.30246512752480725,0.024672077501420087,0.27124903601209216,0.5921511263159213,0.3136509565605917,0.10277691609703632,0.4234936984542367,0.24521653947486344,0.3328878755312613,2023-11-08,c,z,4
2023-03-15,0.20619204163962968,0.4230373255398402,0.3112707746535912,0.5733166803402728,0.34235865419616296,0.904509996367199,0.5196908246277687,0.019539163246505287,0.9164814098927607,0.4019166115377959,0.016902166878359215,0.6745091508872006,0.23041573244065905,0.9504187832564758,0.9511869020300089,2023-03-29,a,x,0
2023-08-24,0.028616304388148994,0.7798242801594245,0.669362628375665,0.04263610833359366,0.983859288387037,0.1490688133569753,0.1208118177321581,0.7788733709160967,0.7625025428086398,0.4906479532681768,0.6353010248269257,0.3206712599513235,0.9879037372779913,0.9220759076900403,0.08105988869776737,2023-09-17,b,z,4
2023-07-05,0.6319602288645617,0.6682682865664812,0.5042792534887435,0.18431285365094607,0.34537271223837085,0.43691798691799566,0.655183238024783,0.46351234344657954,0.11528230749141477,0.24871052858691145,0.7563006663822124,0.8620077358518791,0.8053210617384335,0.1712081527302457,0.4884200091761173,2023-07-27,b,x,4
2023-01-27,0.5694776561462586,0.8767444072942077,0.1041242218593047,0.04140013951181287,0.23694720536682967,0.6021215310180251,0.9419540897367014,0.7547852467643843,0.8863301311434266,0.7455616751437053,0.8715004667633923,0.6547901556323796,0.7375421222091639,0.8407762734098818,0.07613043742497783,2023-02-06,a,y,2
2023-10-24,0.5386258967711715,0.5093579957520881,0.36510464856078073,0.9491423786857693,0.8220481894178618,0.48143351410575697,0.8034317201622954,0.6456578805794968,0.7541657178069934,0.7083242622405984,0.7352854087591087,0.5010761551498777,0.21163536126340388,0.2713276025574628,0.3727688617280984,2023-11-19,b,z,1
2023-10-06,0.88462181455965,0.21714833125826294,0.7945521692069302,0.30351744759026644,0.09850219380449987,0.032811308517892046,0.5545950540547099,0.5078702845617783,0.7722197171374514,0.9954366068893945,0.5687856326783851,0.6328571192331087,0.9231843221913063,0.47637768336791686,0.35126517964389703,2023-10-28,b,z,1
2023-08-05,0.9064718764439131,0.3219740541649937,0.8810001004775577,0.5872556708319029,0.5768828137381351,0.24387019059876336,0.1608812168618402,0.03846146278002771,0.4406912969477751,0.09430993216508576,0.6033357512857926,0.7903535587522968,0.6158244437178498,0.7986098078695566,0.41598009012413417,2023-08-23,b,x,3
2023-07-04,0.6309867159451653,0.7264474561586001,0.3809242158395012,0.7274208324708064,0.24689385197518376,0.9908313579131983,0.18715246192888702,0.8873006436202318,0.04851659544832099,0.15648586514566964,0.9582257114662976,0.3520705929083895,0.22205721456473282,0.8006765950948934,0.8034812637219602,2023-07-16,b,y,3
2023-08-03,0.44466696247503634,0.4781115416711095,0.09355563335228823,0.3217083194411602,0.8704054123029877,0.14963172198919894,0.36667746811144863,0.9693078379534622,0.4540609809998677,0.7586342000771664,0.8274627138675436,0.9926950653439224,0.7684630218793836,0.2922555759367489,0.21094414195257016,2023-08-08,a,y,1
2023-02-16,0.12773756797885016,0.6459335705019741,0.6953861842000028,0.31605087270565524,0.601489867122621,0.2716256235615635,0.6209719042056571,0.34894605234679266,0.8226281425009185,0.06108975526463789,0.8122335359079813,0.7920181941124028,0.5715505381215666,0.31997725362810847,0.7817595271665518,2023-02-21,a,y,0
2023-01-14,0.585135477336006,0.24189754790360796,0.9014890034009906,0.39594867455708804,0.7049408744582439,0.7803176360744652,0.0448076612589936,0.19607753562257446,0.5818933409595969,0.1340975795813777,0.5904006878635121,0.5539265081454812,0.7509109992812646,0.4503878717131863,0.5352737402938962,2023-01-21,a,z,1
2023-07-04,0.306290739539829,0.08500476321422701,0.42863952856093945,0.10113932470253584,0.9444468719487525,0.5951546316122318,0.6675574593715896,0.23963246308341923,0.47651384144268927,0.8946629078018077,0.6855703223155928,0.13820328063190457,0.5218694280857455,0.9194071093546974,0.6683517220656489,2023-07-18,c,y,2
2023-08-08,0.8505194390860895,0.10316963430888393,0.8806209246989982,0.9893411219744688,0.5033959717518006,0.9383108738361203,0.17293563682287327,0.2754414374008676,0.41440218802685724,0.9954530295917493,0.042996201138915335,0.8474907007331793,0.7580418714378213,0.30014344060722387,0.9605267112411284,2023-08-13,a,x,0
2023-09-08,0.5653475142161565,0.8537155064704356,0.5668529703027135,0.2908246193266063,0.5660028359300827,0.24577027379238514,0.333606845523719,0.7734185540211542,0.3160396790863287,0.20938841745589787,0.7738622118416505,0.383067515342864,0.6471038859954064,0.9346680879457059,0.09805896319629526,2023-09-27,a,y,4
2023-06-14,0.43135679666747073,0.5587419786389135,0.8334938106740579,0.997574501430557,0.31656076793910215,0.04370685605552149,0.13776663085623875,0.0009793475052474188,0.026902889098919247,0.23164600184577977,0.11695486321281046,0.9974363628292202,0.5866298926863267,0.11281842776788842,0.8591099206202856,2023-06-26,a,y,0
2023-07-17,0.9463482846859922,0.7533010706077804,0.1681854196998337,0.8373530583232447,0.6847959440756485,0.37343736828992535,0.673130624159079,0.2657925976030078,0.09706458480465563,0.4416503466261402,0.48039266278453363,0.6349293101923554,0.003936293599839935,0.6290054700886794,0.5686579499077429,2023-07-23,a,y,4
2023-07-13,0.5234381265805315,0.311469510063614,0.30849174293031045,0.4155166555459381,0.5816422619075481,0.7894855034979559,0.7553574820249549,0.2907373721607691,0.13061245543493594,0.9047925375623024,0.22661565593860367,0.9403056277189641,0.8123082126917864,0.9638658819244457,0.3488631182316798,2023-07-24,b,y,3
2023-09-20,0.7259888981326827,0.3829620021126289,0.993338633894446,0.983459973946972,0.9483862904271134,0.9004314162869361,0.4852560846595504,0.963898344584294,0.4135009947536049,0.05742220647975582,0.5588379095868831,0.8640821507646103,0.9325877085611992,0.44746866103983207,0.27480557153940655,2023-10-06,c,y,3
